-7.910980200000000684e-01,-9.556607700000000705e+00,2.405608200000000363e-01
-7.922948400000000557e-01,-9.557804520000001247e+00,2.136323700000000159e-01
-8.168296500000000737e-01,-9.564985440000000949e+00,2.244037500000000129e-01
-7.904996100000001302e-01,-9.557804520000001247e+00,2.417576400000000236e-01
-7.976805300000000543e-01,-9.552418830000000582e+00,2.345767200000000163e-01
-8.772690600000000449e-01,-9.548828370000000731e+00,2.052546300000000212e-01
-7.958853000000001288e-01,-9.559001340000001790e+00,2.196164700000000358e-01
-1.123215570000000163e+00,-9.508136490000001828e+00,2.345767200000000163e-01
-9.215514000000001316e-01,-9.538056990000001178e+00,2.220101100000000383e-01
-1.098680760000000145e+00,-9.537458580000000907e+00,2.399624100000000149e-01
-7.815234600000000587e-01,-9.557804520000001247e+00,2.363719500000000251e-01
-8.048614500000000893e-01,-9.570371130000001614e+00,1.974753000000000203e-01
-7.904996100000001302e-01,-9.554812470000001667e+00,2.327814900000000353e-01
-8.515374300000000396e-01,-9.547631550000000189e+00,2.423560500000000173e-01
-8.144360100000000990e-01,-9.548229960000000460e+00,2.256005700000000280e-01
-7.833186900000000952e-01,-9.556009290000000433e+00,2.184196500000000207e-01
-7.934916600000000431e-01,-9.557206110000000976e+00,2.190180600000000144e-01
-7.964837100000000669e-01,-9.551820420000000311e+00,2.154276000000000246e-01
-7.845155100000000825e-01,-9.556607700000000705e+00,2.130339600000000222e-01
-7.875075600000001064e-01,-9.559001340000001790e+00,2.267973900000000154e-01
-7.899012000000000810e-01,-9.561993390000001369e+00,2.339783100000000227e-01
-4.242726900000000634e-01,-9.603283680000000544e+00,2.256005700000000280e-01
-8.120423700000001244e-01,-9.557804520000001247e+00,1.932864300000000091e-01
-8.126407800000000625e-01,-9.545237910000000880e+00,2.130339600000000222e-01
-7.887043800000000937e-01,-9.563788620000000407e+00,2.088450900000000110e-01
-7.976805300000000543e-01,-9.550025190000001274e+00,2.214117000000000168e-01
-8.712849600000001082e-01,-9.556009290000000433e+00,2.250021600000000344e-01
-8.084519100000000513e-01,-9.552418830000000582e+00,2.184196500000000207e-01
