-9.706210200000000565e-01,-9.532072890000000243e+00,2.513322000000000056e-01
-7.725473100000000981e-01,-9.567977490000000529e+00,2.226085200000000319e-01
-7.988773500000000416e-01,-9.564387030000000678e+00,2.208132900000000232e-01
-7.683584400000000869e-01,-9.553615650000001125e+00,2.387655900000000275e-01
-7.803266400000000713e-01,-9.566780670000001763e+00,2.118371400000000349e-01
-7.899012000000000810e-01,-9.544639500000000609e+00,1.950816600000000178e-01
-8.090503200000001005e-01,-9.555410880000001939e+00,2.154276000000000246e-01
-1.014903360000000143e+00,-9.544041090000000338e+00,2.250021600000000344e-01
-7.940900700000000922e-01,-9.554214060000001396e+00,2.297894400000000115e-01
-7.755393600000001220e-01,-9.564387030000000678e+00,2.196164700000000358e-01
-8.012709900000001273e-01,-9.555410880000001939e+00,2.184196500000000207e-01
-1.112444190000000166e+00,-9.520703100000000418e+00,2.190180600000000144e-01
-7.743425400000001346e-01,-9.557804520000001247e+00,2.184196500000000207e-01
-4.685550300000000390e-01,-9.589520250000001411e+00,2.058530400000000149e-01
-7.845155100000000825e-01,-9.553017240000000854e+00,2.160260100000000183e-01
-7.839171000000000333e-01,-9.552418830000000582e+00,2.064514500000000363e-01
-8.090503200000001005e-01,-9.550025190000001274e+00,2.106403200000000198e-01
-7.695552600000000742e-01,-9.560198160000000556e+00,2.088450900000000110e-01
-7.695552600000000742e-01,-9.561993390000001369e+00,2.106403200000000198e-01
-8.024678100000001146e-01,-9.550623600000001545e+00,2.124355500000000285e-01
-3.919585500000000167e-01,-9.597897990000001656e+00,2.250021600000000344e-01
-8.365771800000001424e-01,-9.564387030000000678e+00,1.747357200000000110e-01
-8.018694000000000655e-01,-9.551222010000001816e+00,2.154276000000000246e-01
-7.899012000000000810e-01,-9.556009290000000433e+00,2.004673500000000164e-01
-7.797282300000001332e-01,-9.558402930000001518e+00,2.022625800000000251e-01
-8.090503200000001005e-01,-9.554812470000001667e+00,1.896959700000000193e-01
-7.976805300000000543e-01,-9.554214060000001396e+00,2.088450900000000110e-01
-7.928932500000001049e-01,-9.561993390000001369e+00,1.837118700000000271e-01
-7.875075600000001064e-01,-9.544639500000000609e+00,2.303878500000000329e-01
-7.964837100000000669e-01,-9.542844270000001572e+00,2.106403200000000198e-01
-7.887043800000000937e-01,-9.551222010000001816e+00,2.004673500000000164e-01
