-7.976805300000000543e-01,-9.545237910000000880e+00,2.196164700000000358e-01
-7.934916600000000431e-01,-9.549426780000001003e+00,2.076482700000000237e-01
-7.749409500000000728e-01,-9.564985440000000949e+00,2.441512800000000261e-01
-7.952868900000000796e-01,-9.561394980000001098e+00,2.064514500000000363e-01
-7.964837100000000669e-01,-9.545836320000001152e+00,2.034594000000000125e-01
-7.779330000000000966e-01,-9.552418830000000582e+00,2.309862600000000266e-01
-8.060582700000000766e-01,-9.542844270000001572e+00,2.088450900000000110e-01
-7.934916600000000431e-01,-9.560198160000000556e+00,2.315846700000000202e-01
-8.018694000000000655e-01,-9.554214060000001396e+00,2.351751300000000378e-01
-1.113641010000000042e+00,-9.535064940000001599e+00,2.244037500000000129e-01
-7.994757600000000908e-01,-9.556607700000000705e+00,2.279942100000000305e-01
-8.090503200000001005e-01,-9.553017240000000854e+00,2.160260100000000183e-01
-7.946884800000001414e-01,-9.553615650000001125e+00,2.297894400000000115e-01
-1.197418410000000044e+00,-9.518309460000001110e+00,2.333799000000000290e-01
-8.018694000000000655e-01,-9.561394980000001098e+00,2.154276000000000246e-01
-5.936227200000000481e-01,-9.581142510000001167e+00,2.202148800000000295e-01
-7.779330000000000966e-01,-9.560198160000000556e+00,2.327814900000000353e-01
-8.168296500000000737e-01,-9.551222010000001816e+00,2.100419100000000261e-01
-7.988773500000000416e-01,-9.556607700000000705e+00,2.184196500000000207e-01
-7.785314100000000348e-01,-9.560796570000000827e+00,2.154276000000000246e-01
-7.839171000000000333e-01,-9.559001340000001790e+00,2.142307800000000373e-01
-8.748754200000000703e-01,-9.551820420000000311e+00,2.351751300000000378e-01
-4.111076700000000361e-01,-9.593110710000001262e+00,2.315846700000000202e-01
-7.779330000000000966e-01,-9.550025190000001274e+00,2.513322000000000056e-01
-8.072550900000000640e-01,-9.563190210000001912e+00,2.010657600000000100e-01
-8.090503200000001005e-01,-9.554812470000001667e+00,2.130339600000000222e-01
-8.054598600000001385e-01,-9.548229960000000460e+00,2.166244200000000120e-01
-8.030662200000000528e-01,-9.563190210000001912e+00,1.980737100000000139e-01
-7.958853000000001288e-01,-9.545836320000001152e+00,2.094435000000000324e-01
-8.000741700000001400e-01,-9.570371130000001614e+00,1.825150500000000120e-01
-9.927621900000000998e-01,-9.533269710000000785e+00,2.118371400000000349e-01
